,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
1,El-Condor-Pasa.mp3,161.4990234375,202383,1272.8490566037735,0.3006095,0.29618573,0.08772599,0.3810719,0.28676155,0.08223219,0.22171044,0.18487242,0.034177814,6.3922553,45.690643,2087.635,0.4034563,41.696945,1738.6351,0.008258661,2.0968134,4.396627,0.14558482,0.09054729,0.008198812,2224.246492932543,768.785802584029,591031.6102547697,2389.7340144323293,530.7505529507953,281696.149457575,22.161248268196033,6.47408065789609,41.913720364944275,4703.454892185081,1982.2755046536877,3929416.1763500324,1.6894037429659556,2.273646359559354,5.169467768337503,0.07469822689298182,0.1542861713961401,0.02380422268407912,0.10152697489357586,0.041960465187870735,0.0017606806387825118,-1.085347e-07,0.1440749,0.020757578,6.403865e-05,0.06499623,0.00422451,26.157278911564624,6.665722659311815,44.43185857086297
2,Empire State of Mind .mp3,86.1328125,106885,1257.4705882352941,0.44254723,0.3084013,0.09511135,0.59618896,0.25294536,0.063981354,0.267457,0.10862821,0.011800089,24.203688,184.6588,34098.87,5.3410287,30.301426,918.17645,0.008177487,3.950656,15.607683,0.30794153,0.12802969,0.016391601,2813.020906912042,1213.676734136163,1473011.2149834225,2676.6808683747754,481.6578858164971,231994.3189692178,19.224293242678673,6.790148341945248,46.106114505621804,5764.452643143503,2133.6442315104864,4552437.706657975,3.6902143916155583,4.574062487966967,20.922047643826563,-0.009100505086404868,0.06623575195429007,0.0043871748369502415,0.140485545060952,0.10580566068858499,0.011194837833747978,2.1579126e-05,0.17452124,0.03045766,-5.192566e-05,0.22663462,0.05136325,1.891265306122449,1.05298014090152,1.1087671771329848
