,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_cq_mean,chroma_cq_std,chroma_cens_mean,chroma_cens_std,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,rmse_mean,rmse_std,cent_mean,cent_std,spec_bw_mean,spec_bw_std,contrast_mean,contrast_std,rolloff_mean,rolloff_std,poly_mean,poly_std,tonnetz_mean,tonnetz_std,zcr_mean,zcr_std,harm_mean,harm_std,perc_mean,perc_std,frame_mean,frame_std
1,El-Condor-Pasa.mp3,161.4990234,202383,1272.849057,0.3006095,0.29618573,0.3810719,0.28676155,0.22171044,0.18487242,6.3922553,45.690643,0.4034563,41.696945,0.008258661,2.0968134,0.14558482,0.09054729,2224.246493,768.7858026,2389.734014,530.750553,22.16124827,6.474080658,4703.454892,1982.275505,1.689403743,2.27364636,0.074698227,0.154286171,0.101526975,0.041960465,-1.09E-07,0.1440749,6.40E-05,0.06499623,26.15727891,6.665722659
2,Empire State of Mind .mp3,86.1328125,106885,1257.470588,0.44254723,0.3084013,0.59618896,0.25294536,0.267457,0.10862821,24.203688,184.6588,5.3410287,30.301426,0.008177487,3.950656,0.30794153,0.12802969,2813.020907,1213.676734,2676.680868,481.6578858,19.22429324,6.790148342,5764.452643,2133.644232,3.690214392,4.574062488,-0.009100505,0.066235752,0.140485545,0.105805661,2.16E-05,0.17452124,-5.19E-05,0.22663462,1.891265306,1.052980141
